128,0.0,-0.0
129,0.0,0.0
129,-0.0,0.0
130,-0.0,0.0
129,0.0,0.0
130,0.0,0.0
130,-0.0,0.0
129,0.0,0.0
131,0.0,-0.0
130,0.0,-0.0
127,0.0,-0.0
132,0.0,0.0
128,0.0,0.0
132,0.0,-0.0
126,0.0,-0.0
130,0.0,0.0
129,0.0,-0.0
128,0.0,-0.0
130,0.0,-0.0
130,0.0,-0.0
130,0.0,-0.0
129,0.2,0.0
130,1.1,0.1
127,2.4,0.3
126,3.5,0.5
123,4.3,0.5
125,4.7,0.6
126,5.0,0.6
123,5.3,0.7
124,5.5,0.7
125,4.4,0.6
127,2.0,0.4
130,0.2,0.2
130,-1.0,0.0
143,-1.4,-0.1
151,-0.9,-0.2
151,-0.4,-0.2
148,-0.1,-0.2
144,0.2,-0.2
126,0.3,-0.1
127,0.4,0.5
126,0.4,0.4
127,0.1,0.3
128,-0.3,0.1
139,-0.8,-0.0
140,-1.4,-0.1
146,-1.6,-0.1
132,-0.5,-0.1
127,0.7,0.1
128,1.7,0.5
123,2.6,0.6
124,3.8,0.6
124,4.8,0.7
125,5.4,0.9
124,5.1,0.8
123,3.4,0.6
129,1.3,0.3
141,0.4,0.0
144,0.2,-0.1
147,0.2,-0.1
157,-0.1,-0.2
153,-0.2,-0.2
158,-0.2,-0.2
160,-0.2,-0.3
162,-0.3,-0.3
161,-0.2,-0.3
161,0.0,-0.3
155,0.3,-0.2
153,0.4,-0.2
151,0.3,-0.1
152,0.2,-0.1
156,0.1,-0.1
153,0.1,-0.1
152,-0.0,-0.1
